rank,workers,company,state_s,city,metro,growth,revenue,industry,yrs_on_list
2441,496,Total Hockey,MO,St. Louis,St. Louis MO-IL,157.1191,47855000,Retail,7
2442,31,Endurance IT Services,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,156.9019,4542490,IT Services,3
2443,19,Rich Duncan Construction,OR,Salem,Salem OR,156.7795,11967246,Construction,4
2444,70,Midwest Automotive Designs,IN,Elkhart,Elkhart-Goshen IN,156.7367,20034529,Business Products & Services,1
2445,25,Point It!,WA,Seattle,Seattle,156.7189,4064448,Advertising & Marketing,3
2446,30,Sondhi Solutions,IN,Indianapolis,Indianapolis IN,156.7107,2622693,IT Services,1
2447,38,Integrated Medical Solutions,TX,Mansfield,Dallas,156.6593,38115309,Government Services,6
2448,15,SpiderBoost Interactive Agency,FL,Miami,Miami,156.5383,2408792,Advertising & Marketing,1
2449,301,Imprivata,MA,Lexington,Boston,156.3298,71111000,Health,1
2450,111,ACE Tech,MI,Auburn Hills,Detroit,156.2759,26205846,Financial Services,3
2451,65,Modern Enterprise Solutions,FL,Tampa,Tampa,156.0946,15350176,Telecommunications,3
2452,130,ClearBridge Technology Group,MA,Billerica,Boston,156.0344,15625224,IT Services,3
2453,232,Onepath Systems,GA,Marietta,Atlanta,156.0142,69919350,IT Services,1
2454,185,Source Logistics,CA,Montebello,Los Angeles,155.9628,31803711,Logistics & Transportation,4
2455,726,TMOne,IA,Iowa City,Iowa City IA,155.9462,20339310,Business Products & Services,8
2456,120,VLink,CT,South Windsor,Hartford-West Hartford-East Hartford CT,155.6658,17164000,IT Services,4
2457,2690,Guaranteed Rate,IL,Chicago,Chicago,155.6279,455079000,Real Estate,7
2458,1182,Mindlance,NJ,Hoboken,New York City,155.4528,96835753,IT Services,7
2459,82,InTec,VA,Fairfax,Washington DC,155.4109,16599840,Government Services,5
2460,17,SSD Fair Marketing,TX,Houston,Houston,155.3831,2290669,Advertising & Marketing,1
2461,847,Hargrove Engineers + Constructors,AL,Mobile,Mobile AL,155.3376,108938726,Engineering,7
2462,12,MGN Logistics,PA,Easton,Philadelphia,155.2562,7770000,Logistics & Transportation,1
2463,1117,Yodle,NY,New York,New York City,155.221,161863000,Advertising & Marketing,4
2464,21,GetWireless,MN,Minnetonka,Minneapolis,155.202,36670296,Telecommunications,8
2465,14,Hawaiian Moon,FL,Clearwater,Tampa,155.0094,6367895,Consumer Products & Services,1
2466,117,simpleview,AZ,Tucson,Tucson AZ,154.9837,20270826,Travel & Hospitality,8
2467,63,Mobifusion,CA,Fremont,San Francisco,154.8512,7495955,Media,4
2468,40,Corporate IT Solutions,MA,Norwood,Boston,154.6365,14416686,IT Services,5
2469,29,Core 3 Technologies,CA,Irvine,Los Angeles,154.6079,16081722,Computer Hardware,1
2470,25,Daley & Associates,MA,Boston,Boston,154.5967,11176005,Human Resources,3
2471,25,World Pac Paper,OH,Cincinnati,Cincinnati,154.5143,71084762,Business Products & Services,6
2472,135,Strategic Resources International,NJ,Parlin,New York City,154.4856,14694000,IT Services,4
2473,128,A2Z Field Services,OH,Plain City,Columbus OH,154.413,42744535,Real Estate,2
2474,200,SBS Group,NJ,Edison,New York City,154.4141,25360000,IT Services,3
2475,14,Alpine Technical Services,UT,Midvale,Salt Lake City,154.386,4170361,Business Products & Services,1
2476,48,Wound Care Advantage,CA,Sierra Madre,Los Angeles,154.3658,15792128,Health,5
2477,3,Tribeca Merchandisers,NY,Lindenhurst,New York City,154.1244,4802887,Consumer Products & Services,2
2478,19,Isos Technology,AZ,Tempe,Phoenix,154.094,2807967,IT Services,1
2479,4,Simple Real Estate Solutions,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,153.9092,4786917,Real Estate,1
2480,18,Taradel,VA,Glen Allen,Richmond VA,153.8672,6795205,Advertising & Marketing,7
2481,35,capSpire,AR,Fayetteville,Fayetteville-Springdale-Rogers AR-MO,153.8401,6173387,Energy,2
2482,32,Interior Environments,MI,Novi,Detroit,153.7282,32689578,Business Products & Services,1
2483,15,Peepers Reading Glasses,IN,Michigan City,Michigan City-La Porte IN,153.4871,3977197,Retail,2
2484,19,Core Informatics,CT,Branford,New Haven-Milford CT,153.051,3096158,Software,1
2485,22,Infinity Publishing Group,MO,Webb City,Joplin MO,152.96,6128581,Advertising & Marketing,2
2486,12,Commercial Bargains,WI,West Allis,Milwaukee-Waukesha-West Allis WI,152.9086,4675609,Retail,4
2487,45,The Business Backer,OH,Cincinnati,Cincinnati,152.7321,11205755,Financial Services,3
2488,125,Net Health,PA,Pittsburgh,Pittsburgh PA,152.6707,18354000,Health,5
2489,15,Application Experts,CO,Broomfield,Denver,152.6499,2100185,Software,1
2490,12,Syntelli Solutions,NC,Charlotte,Charlotte,152.6541,2019866,Business Products & Services,1
2491,33,Security Card Services,MS,Oxford,Oxford MS,152.5824,12490080,Financial Services,4
2492,80,The FruitGuys,CA,South San Francisco,San Francisco,152.4624,18482000,Food & Beverage,7
2493,140,Alphaserve Technologies,NY,New York,New York City,152.4147,24894872,IT Services,2
2494,18,Response Marketing,CT,New Haven,New Haven-Milford CT,152.4078,3881052,Advertising & Marketing,3
2495,56,Rockhedge Herb Farms,NY,Pleasant Valley,Poughkeepsie-Newburgh-Middletown NY,152.39,5451336,Food & Beverage,2
2496,14,Lenny & Larry's,CA,Northridge,Los Angeles,152.3459,7027511,Food & Beverage,3
2497,127,ControlCase,VA,Reston,Washington DC,152.1954,7851777,Software,2
2498,100,@Properties,IL,Chicago,Chicago,152.1948,123882403,Real Estate,8
2499,17,Altair Sign and Light,GA,Doraville,Atlanta,151.8467,2517135,Business Products & Services,2
2500,22,Think Anew,MS,Madison,Jackson MS,151.7349,3356867,IT Services,1
2501,1361,Professional Employment Group,MO,St. Louis,St. Louis MO-IL,151.7107,34283000,Human Resources,1
2502,10,Advantage Capital Funds,CA,Studio City,Los Angeles,151.6862,3823893,Financial Services,2
2503,188,Connect Wireless,ID,Boise,Boise City-Nampa ID,151.568,26220323,Telecommunications,1
2504,6,Schox Patent Group,CA,San Francisco,San Francisco,151.5069,2844955,Business Products & Services,2
2505,15,WorkCompEDI,NY,Holbrook,New York City,151.3183,3908000,Business Products & Services,2
2506,65,BrightStar Care,IL,Gurnee,Chicago,151.2174,249062623,Health,8
2507,45,InkHouse,MA,Waltham,Boston,150.9449,6736359,Media,4
2508,95,Smiles Dental,WA,Longview,Longview WA,150.9022,10407408,Health,2
2509,46,Resource Environmental Solutions,LA,Baton Rouge,Baton Rouge LA,150.6604,28465000,Environmental Services,4
2510,130,Senior1Care,IN,South Bend,South Bend-Mishawaka IN-MI,150.6435,3311000,Health,2
2511,518,Lasco Enterprises,TX,Houston,Houston,150.5818,31292310,Food & Beverage,5
2512,9,EngATech,OK,Tulsa,Tulsa OK,150.5475,5073216,Manufacturing,1
2513,24,Doejo,IL,Chicago,Chicago,150.5285,2788502,Advertising & Marketing,1
2514,20,Marine Connection,FL,West Palm Beach,Miami,150.3591,16755971,Retail,1
2515,35,Growthink,CA,Los Angeles,Los Angeles,150.0806,9628170,Financial Services,3
2516,30,Jackrabbit Technologies,NC,Huntersville,Charlotte,150.0796,5314397,Software,4
2517,35,Upward Brand Interactions,OH,Springfield,Springfield OH,149.9864,3297226,Advertising & Marketing,1
2518,472,Drilling Info,TX,Austin,Austin,149.9761,67856000,Energy,7
2519,21,The Nagler Group,NH,Bedford,Manchester-Nashua NH,149.9254,6447907,Human Resources,3
2520,110,W.L. French Excavating,MA,North Billerica,Boston,149.889,42438933,Construction,2
2521,48,MavenWire,PA,Wayne,Philadelphia,149.8923,11169583,Logistics & Transportation,1
2522,12,Container Management,TX,Austin,Austin,149.852,4833995,Construction,1
2523,75,CDM Media,IL,Chicago,Chicago,149.7818,17369224,Advertising & Marketing,1
2524,21,MassPay,MA,Beverly,Boston,149.7645,2006663,Business Products & Services,1
2525,985,SterlingBackcheck,NY,New York,New York City,149.744,246857000,Human Resources,5
2526,15,CallingMart,FL,Miami,Miami,149.5896,23716000,Telecommunications,4
2527,12,Tech Global,IL,Elgin,Chicago,149.5773,6077366,Computer Hardware,1
2528,6,New York Nutrition Company,TX,Bastrop,Austin,149.4245,2122296,Consumer Products & Services,1
2529,150,BioRx,OH,Cincinnati,Cincinnati,149.2993,202451000,Health,4
2530,31,MidDel Consulting,MN,Minneapolis,Minneapolis,149.1339,7888914,Business Products & Services,3
2531,35,Russell Corrosion Consultants,MD,Columbia,Baltimore,149.1017,5446836,Engineering,4
2532,18,The SOHO Shop,MO,St. Charles,St. Louis MO-IL,149.077,2605345,Consumer Products & Services,1
2533,325,RBA,MN,Wayzata,Minneapolis,148.9948,48424530,IT Services,5
2534,416,Infinity Contact,IA,Cedar Rapids,Cedar Rapids IA,148.9931,20606001,Business Products & Services,1
2535,145,Sunrise Detox,FL,Lake Worth,Miami,148.8859,34402015,Health,3
2536,43,TekTegrity,CA,San Luis Obispo,San Luis Obispo-Paso Robles CA,148.8911,4871987,IT Services,2
2537,186,Transportation Insight,NC,Hickory,Hickory-Lenoir-Morganton NC,148.6809,689065000,Logistics & Transportation,7
2538,15,One2One,PA,Lancaster,Lancaster PA,148.4211,2969966,IT Services,1
2539,50,Lighthouse Technologies,OH,Dayton,Dayton OH,148.2986,7796448,IT Services,3
2540,265,Innovative Spa Management,NC,Asheville,Asheville NC,148.2759,4479334,Business Products & Services,2
2541,52,True Media,MO,Columbia,Columbia MO,148.2519,44787561,Advertising & Marketing,5
2542,111,Bulk TV & Internet,NC,Raleigh,Raleigh-Cary NC,148.2478,44407502,Business Products & Services,3
2543,49,Myriad Supply,NY,New York,New York City,148.1659,37918253,Computer Hardware,6
2544,445,DealerSocket,CA,San Clemente,Los Angeles,148.1456,60818000,Software,5
2545,18,Solar Art,CA,Laguna Hills,Los Angeles,148.1481,2680000,Energy,3
2546,22,Reference Services,IN,Evansville,Evansville IN-KY,148.0742,2880588,Human Resources,1
2547,67,JLG Architects,ND,Grand Forks,Grand Forks ND-MN,148.0427,15384246,Construction,1
2548,48,Converged Communication Systems,IL,Evanston,Chicago,148.026,7979239,Telecommunications,3
2549,275,Crystal Enterprises,MD,Glenn Dale,Washington DC,147.8917,8821896,Food & Beverage,1
2550,50,Kolla Soft,AZ,Scottsdale,Phoenix,147.8684,2545051,IT Services,1
2551,60,One Click Ventures,IN,Greenwood,Indianapolis IN,147.779,8498625,Media,4
2552,105,mcaConnect,CO,Greenwood Village,Denver,147.7193,27443912,IT Services,1
2553,43,LeanDog,OH,Cleveland,Cleveland,147.7159,5777277,IT Services,4
2554,24,Fulcrum Biometrics,TX,San Antonio,San Antonio TX,147.6732,6297867,Security,3
2555,270,NOVA Corporation,PA,Chambersburg,Chambersburg PA,147.3356,49787168,IT Services,1
2556,147,A-P-T Research,AL,Huntsville,Huntsville AL,147.3328,26951731,Engineering,6
2557,381,Principle Solutions Group,GA,Atlanta,Atlanta,147.2823,69023998,IT Services,4
2558,39,Dedicated Networks,MN,Ramsey,Minneapolis,147.2608,10290890,Computer Hardware,1
2559,47,Web Decisions,NC,Greensboro,Greensboro-High Point NC,147.1371,6129000,Advertising & Marketing,3
2560,25,Amistee Air Duct Cleaning and Insulation,MI,Novi,Detroit,147.1193,2641046,Consumer Products & Services,1
2561,27,enVision Business Consulting,CO,Denver,Denver,147.0706,12134447,Business Products & Services,2
2562,700,JAB Broadband,CO,Englewood,Denver,146.9208,109097000,Telecommunications,1
2563,20,MyOTCStore.com,NY,East Elmhurst,New York City,146.9244,39808971,Retail,7
2564,22,High Rank Websites,CA,San Diego,San Diego,146.8153,4548293,Advertising & Marketing,1
2565,51,Cytozyme,UT,Salt Lake City,Salt Lake City,146.7688,21059534,Manufacturing,1
2566,166,Solar Universe,CA,Livermore,San Francisco,146.696,57208745,Energy,2
2567,79,Consummate Computer Consultants Systems,DC,Washington,Washington DC,146.6038,7842000,Government Services,1
2568,10,Strategic Hardware,WA,Spokane,Spokane WA,146.5864,3294308,IT Services,1
2569,26,Charlottesville Settlement Company,VA,Charlottesville,Charlottesville VA,146.5206,2682450,Real Estate,1
2570,23,Contour Data Solutions,PA,Trevose,Philadelphia,146.5076,9753602,IT Services,4
2571,58,Blink Interactive,WA,Seattle,Seattle,146.504,8243932,Business Products & Services,3
2572,18,Trepoint,NY,Great Neck,New York City,146.2996,4464395,Advertising & Marketing,2
2573,6,Farar & Lewis LLP,CA,Los Angeles,Los Angeles,146.1515,6388330,Consumer Products & Services,1
2574,6,Forward Health,NY,New York,New York City,146.122,8710384,Health,4
2575,177,Bronto Software,NC,Durham,Durham NC,146.0027,27382881,Software,6
2576,153,SimVentions,VA,Fredericksburg,Richmond VA,145.9141,20722322,Government Services,2
2577,29,Three Pillars Recruiting,NJ,Hackensack,New York City,145.6913,5479856,Human Resources,1
2578,17,Alta Moda Salon,TX,San Antonio,San Antonio TX,145.669,2015100,Retail,1
2579,15,RTA Cabinet Store,PA,Conshohocken,Philadelphia,145.6616,6636404,Retail,3
2580,111,Vox Mobile,OH,Cleveland,Cleveland,145.6372,13569000,IT Services,1
2581,110,Asurint,OH,Cleveland,Cleveland,145.5973,15935232,IT Services,1
2582,24,Inkovation,CA,Santa Fe Springs,Los Angeles,145.5367,3989858,Business Products & Services,1
2583,45,Vigo Industries,NJ,Edison,New York City,145.3501,13855183,Manufacturing,1
2584,53,Knock,MN,Minneapolis,Minneapolis,145.3287,29697952,Advertising & Marketing,4
2585,263,Packsize International,UT,Salt Lake City,Salt Lake City,145.2915,104347000,Manufacturing,5
2586,50,Faulkner Design Group,TX,Dallas,Dallas,145.2668,10696589,Business Products & Services,1
2587,2700,LEGACY Supply Chain Services,NH,Portsmouth,Boston,145.2085,343314075,Logistics & Transportation,8
2588,174,Billtrust,NJ,Hamilton,Trenton-Ewing NJ,145.1833,61462200,Financial Services,8
2589,11,Advanced Fraud Solutions,NC,Kernersville,Thomasville-Lexington NC,145.115,3807918,Financial Services,2
2590,16,CFO Systems,NE,Omaha,Omaha-Council Bluffs NE-IA,145.0218,1995009,Financial Services,1
2591,15,Your Castle Real Estate,CO,Centennial,Denver,144.6985,17660006,Real Estate,1
2592,62,Search Influence,LA,New Orleans,New Orleans-Metairie-Kenner LA,144.7025,5058000,Advertising & Marketing,4
2593,64,Ian Evan & Alexander,VA,Ashburn,Washington DC,144.6919,11080937,Government Services,2
2594,45,Engineered Endeavors,OH,Newbury,Cleveland,144.6216,15018583,Engineering,4
2595,97,DigiCert,UT,Lehi,Provo-Orem UT,144.5839,45044258,Security,4
2596,500,Clutch Group,DC,Washington,Washington DC,144.5742,35610000,Business Products & Services,1
2597,838,Good Technology,CA,Sunnyvale,San Jose,144.4804,160384000,Software,1
2598,31,CentraComm,OH,Findlay,Findlay OH,144.4738,18702870,IT Services,8
2599,63,DiversifiedTechnical Systems,CA,Seal Beach,Los Angeles,144.4568,18726876,Manufacturing,3
2600,137,Swirl,CA,San Francisco,San Francisco,144.4438,22589315,Advertising & Marketing,1
2601,61,Axis Group,NJ,Berkeley Heights,New York City,144.3539,14119475,IT Services,7
2602,75,The Training Associates,MA,Westborough,Worcester MA,144.3036,47591765,Education,5
2603,88,RSM Maintenance,NJ,Paramus,New York City,144.2461,25515308,Construction,1
2604,6,Capital Markets Placement,NY,New York,New York City,144.1285,2329608,Human Resources,1
2605,18,Select Homes,KS,Wichita,Wichita KS,144.0984,3595171,Real Estate,1
2606,49,Servomation,NY,Canastota,Syracuse NY,144.0486,7309902,Food & Beverage,3
2607,4,Interticket USA,CA,Irvine,Los Angeles,144.0068,2321859,Advertising & Marketing,2
2608,137,WTS Paradigm,WI,Middleton,Madison WI,144.003,18349000,Software,1
2609,59,e4,PA,West Chester,Philadelphia,143.9731,12804921,Health,1
2610,153,Poly-Wood,IN,Syracuse,Elkhart-Goshen IN,143.9592,27625442,Manufacturing,1
2611,47,DeanHouston,OH,Cincinnati,Cincinnati,143.9516,10046099,Advertising & Marketing,3
2612,28,Summit 7 Systems,AL,Huntsville,Huntsville AL,143.8698,3132861,IT Services,2
2613,50,SAWTST,GA,Peachtree City,Atlanta,143.7969,8510802,IT Services,4
2614,63,Circle Computer Resources,IA,Cedar Rapids,Cedar Rapids IA,143.7825,8777379,IT Services,5
2615,145,ExtensionEngine,MA,Allston,Boston,143.7394,6473644,Software,5
2616,161,D4,NY,Rochester,Rochester NY,143.7269,18292692,IT Services,4
2617,9,The Institute for Wealth Management,CO,Denver,Denver,143.7144,4438064,Financial Services,1
2618,173,B3 Solutions,FL,Jacksonville,Jacksonville FL,143.6784,33282521,Government Services,4
2619,180,Systech International,NJ,Cranbury,Trenton-Ewing NJ,143.448,41410084,Software,1
2620,26,Strategic Marketing,OR,Portland,Portland OR,143.3738,2793887,Advertising & Marketing,2
2621,35,IP Pathways,IA,Urbandale,Des Moines-West Des Moines IA,143.3649,21361262,IT Services,3
2622,44,Knowledge Delivery Systems,NY,New York,New York City,143.341,8175806,Education,1
2623,26,California Midwest Xpress,CA,Torrance,Los Angeles,143.2896,4149255,Logistics & Transportation,1
2624,90,Tandem HR,IL,Westchester,Chicago,143.2095,467653000,Human Resources,6
2625,45,Gurnet Consulting,RI,East Providence,Providence-New Bedford-Fall River RI-MA,143.1379,4080303,IT Services,3
2626,100,Veracity Engineering,DC,Washington,Washington DC,143.0353,21698364,Government Services,6
2627,54,ALTEK Information Technology,MD,Frederick,Washington DC,142.9768,26236737,Health,1
2628,20,Waypoint Solutions Group,NC,Charlotte,Charlotte,142.8405,2615438,IT Services,3
2629,56,RiverRoad Waste Solutions,NJ,Tinton Falls,New York City,142.8328,47571199,Environmental Services,1
2630,109,Avian,MD,Lexington Park,Lexington Park MD,142.8223,16501411,Government Services,5
2631,24,Rustici Software,TN,Franklin,Nashville,142.7818,4770324,Software,2
2632,10,Union Wine Company,OR,Tualatin,Portland OR,142.7618,4729903,Food & Beverage,1
2633,35,Wakefly,MA,Westborough,Worcester MA,142.7191,5634114,Advertising & Marketing,3
2634,95,Spectrio,FL,Oldsmar,Tampa,142.6868,17762616,Advertising & Marketing,7
2635,59,Insight Sourcing Group,GA,Atlanta,Atlanta,142.6129,14230513,Business Products & Services,7
2636,600,Phacil,VA,Arlington,Washington DC,142.5801,84125005,Government Services,8
2637,30,LeapFrog Solutions,VA,Fairfax,Washington DC,142.565,5770915,Advertising & Marketing,6
2638,43,Anexio Technology Services,NC,Raleigh,Raleigh-Cary NC,142.566,3659181,IT Services,1
2639,11,Vom Fass USA,WI,Madison,Madison WI,142.5506,3537954,Food & Beverage,1
2640,212,Jet Linx Aviation,NE,Omaha,Omaha-Council Bluffs NE-IA,142.1698,47412000,Travel & Hospitality,1
2641,21,Cipher Tech Solutions,NY,Upper Nyack,New York City,142.1284,3109403,Government Services,3
2642,175,Qualitel,WA,Everett,Seattle,141.9684,40370000,Manufacturing,1
2643,10,StrataShops,IN,Elkhart,Elkhart-Goshen IN,141.7351,5194553,Retail,3
2644,150,UrbanDaddy,NY,New York,New York City,141.7286,19903187,Media,2
2645,16,Tenon Tours,MA,Wakefield,Boston,141.7344,2843038,Travel & Hospitality,3
2646,75,Xcelerate Solutions,VA,McLean,Washington DC,141.7021,13765247,Government Services,1
2647,15,Mi-Corporation,NC,Durham,Durham NC,141.6968,2085060,Software,1
2648,1125,TalentBurst,MA,Framingham,Boston,141.6187,51798499,IT Services,8
2649,59,Wireless Logic,WI,Menomonee Falls,Milwaukee-Waukesha-West Allis WI,141.6034,13361886,Retail,4
2650,355,Ignify,CA,Long Beach,Los Angeles,141.5873,17807664,IT Services,6
2651,46,AnswerLab,CA,San Francisco,San Francisco,141.5697,8857219,Business Products & Services,6
2652,27,Envoc,LA,Baton Rouge,Baton Rouge LA,141.3587,2361659,Software,1
2653,11,Proforma Signature Solutions,OH,Brooklyn Heights,Cleveland,141.3519,2428000,Advertising & Marketing,5
2654,29,IMPRES Technology Solutions,CA,Santa Fe Springs,Los Angeles,141.3117,36963967,Government Services,2
2655,359,Rimini Street,NV,Las Vegas,Las Vegas-Paradise NV,141.2889,61121692,IT Services,4
2656,22,Seacomp,CA,Carlsbad,San Diego,141.2837,14892510,Manufacturing,2
2657,105,InterWorks,OK,Stillwater,Stillwater OK,141.2521,21279452,IT Services,7
2658,347,Synerzip,TX,Dallas,Dallas,141.2213,12114658,Software,4
2659,17,NetDirector,FL,Tampa,Tampa,141.1919,5334012,Software,4
2660,70,Five Nines Technology Group,NE,Lincoln,Lincoln NE,141.1525,13275581,IT Services,6
2661,13,pMD,CA,San Francisco,San Francisco,141.1528,3760957,Health,3
2662,43,Blue Tech,CA,San Diego,San Diego,141.0435,184320227,Computer Hardware,8
2663,646,Pacific Union Real Estate,CA,San Francisco,San Francisco,140.9702,5528202691,Real Estate,2
2664,7,Avanti Systems USA,NY,Port Chester,New York City,140.9734,2085237,Construction,1
2665,156,Alsbridge,TX,Dallas,Dallas,140.8845,44813014,Business Products & Services,2
2666,19,Primary Wave Media,NY,Pleasantville,New York City,140.7482,3565000,Advertising & Marketing,2
2667,73,Mercom,SC,Pawleys Island,Georgetown SC,140.699,111442127,Government Services,8
2668,70,PCN Network,PA,Pittsburgh,Pittsburgh PA,140.6926,27594342,Real Estate,6
2669,275,Sullivan Solar Power,CA,San Diego,San Diego,140.6636,27911049,Energy,5
2670,57,Rescue Social Change Group,CA,San Diego,San Diego,140.621,7573792,Advertising & Marketing,6
